ticker,code,name,market,sector,primary_source,sources,is_topix500,is_jpx_prime150,is_growth250,is_jpx_startup100,source_detail,source_url
7649.T,7649,スギホールディングス,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7674.T,7674,"NATTY SWANKY holdings Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7685.T,7685,"BuySell Technologies Co.,Ltd.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
7701.T,7701,島津製作所,Prime/TOPIX,精密機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7707.T,7707,"Precision System Science Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7729.T,7729,東京精密,Prime/TOPIX,精密機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7731.T,7731,ニコン,Prime/TOPIX,精密機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7733.T,7733,オリンパス,Prime/TOPIX,精密機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7735.T,7735,ＳＣＲＥＥＮホールディングス,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7741.T,7741,ＨＯＹＡ,Prime/TOPIX,精密機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7747.T,7747,朝日インテック,Prime/TOPIX,精密機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7751.T,7751,キヤノン,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7752.T,7752,リコー,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7774.T,7774,"Japan Tissue Engineering Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7776.T,7776,CellSeed Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7777.T,7777,"3-D Matrix,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7779.T,7779,"CYBERDYNE,INC.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7792.T,7792,"Colan Totte.Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7794.T,7794,EDP Corporation,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7803.T,7803,Bushiroad Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
7806.T,7806,"MTG Co.,Ltd.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
7832.T,7832,バンダイナムコホールディングス,Prime/TOPIX,その他製品,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7846.T,7846,パイロットコーポレーション,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7867.T,7867,タカラトミー,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7911.T,7911,ＴＯＰＰＡＮホールディングス,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7912.T,7912,大日本印刷,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7936.T,7936,アシックス,Prime/TOPIX,その他製品,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7951.T,7951,ヤマハ,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7956.T,7956,ピジョン,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7974.T,7974,任天堂,Prime/TOPIX,その他製品,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
7984.T,7984,コクヨ,Prime/TOPIX,その他製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
7988.T,7988,ニフコ,Prime/TOPIX,化学,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8001.T,8001,伊藤忠商事,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8002.T,8002,丸紅,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8012.T,8012,長瀬産業,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8015.T,8015,豊田通商,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8020.T,8020,兼松,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8031.T,8031,三井物産,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8035.T,8035,東京エレクトロン,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8053.T,8053,住友商事,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8056.T,8056,ＢＩＰＲＯＧＹ,Prime/TOPIX,情報・通信業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8058.T,8058,三菱商事,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8060.T,8060,キヤノンマーケティングジャパン,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8086.T,8086,ニプロ,Prime/TOPIX,精密機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8088.T,8088,岩谷産業,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8111.T,8111,ゴールドウイン,Prime/TOPIX,繊維製品,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8113.T,8113,ユニ・チャーム,Prime/TOPIX,化学,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8129.T,8129,東邦ホールディングス,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8136.T,8136,サンリオ,Prime/TOPIX,卸売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8174.T,8174,日本瓦斯,Prime/TOPIX,小売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8227.T,8227,しまむら,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8233.T,8233,高島屋,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8242.T,8242,エイチ・ツー・オー リテイリング,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8252.T,8252,丸井グループ,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8253.T,8253,クレディセゾン,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8267.T,8267,イオン,Prime/TOPIX,小売業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8282.T,8282,ケーズホールディングス,Prime/TOPIX,小売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8283.T,8283,ＰＡＬＴＡＣ,Prime/TOPIX,卸売業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8303.T,8303,ＳＢＩ新生銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8304.T,8304,あおぞら銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8306.T,8306,三菱ＵＦＪフィナンシャル・グループ,Prime/TOPIX,銀行業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8308.T,8308,りそなホールディングス,Prime/TOPIX,銀行業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8309.T,8309,三井住友トラストグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8316.T,8316,三井住友フィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Core30,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8331.T,8331,千葉銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8334.T,8334,群馬銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8341.T,8341,七十七銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8354.T,8354,ふくおかフィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8359.T,8359,八十二長野銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8377.T,8377,ほくほくフィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8410.T,8410,セブン銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8411.T,8411,みずほフィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Core30,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8418.T,8418,山口フィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8424.T,8424,芙蓉総合リース,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8439.T,8439,東京センチュリー,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8473.T,8473,ＳＢＩホールディングス,Prime/TOPIX,証券、商品先物取引業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8570.T,8570,イオンフィナンシャルサービス,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8572.T,8572,アコム,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8591.T,8591,オリックス,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8593.T,8593,三菱ＨＣキャピタル,Prime/TOPIX,その他金融業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8595.T,8595,ジャフコ グループ,Prime/TOPIX,証券、商品先物取引業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8601.T,8601,大和証券グループ本社,Prime/TOPIX,証券、商品先物取引業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8604.T,8604,野村ホールディングス,Prime/TOPIX,証券、商品先物取引業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8630.T,8630,ＳＯＭＰＯホールディングス,Prime/TOPIX,保険業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8697.T,8697,日本取引所グループ,Prime/TOPIX,その他金融業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8725.T,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,Prime/TOPIX,保険業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8729.T,8729,ソニーフィナンシャルグループ,Prime/TOPIX,保険業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8750.T,8750,第一生命ホールディングス,Prime/TOPIX,保険業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8766.T,8766,東京海上ホールディングス,Prime/TOPIX,保険業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8789.T,8789,FinTech Global Incorporated Other Financing,Growth/Prime/Standard,,jpx_startup100,jpx_startup100,0,0,0,1,jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
8795.T,8795,Ｔ＆Ｄホールディングス,Prime/TOPIX,保険業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8801.T,8801,三井不動産,Prime/TOPIX,不動産業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8802.T,8802,三菱地所,Prime/TOPIX,不動産業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8804.T,8804,東京建物,Prime/TOPIX,不動産業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
8830.T,8830,住友不動産,Prime/TOPIX,不動産業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
8876.T,8876,リログループ,Prime/TOPIX,サービス業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9001.T,9001,東武鉄道,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9003.T,9003,相鉄ホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9005.T,9005,東急,Prime/TOPIX,陸運業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
9006.T,9006,京浜急行電鉄,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9007.T,9007,小田急電鉄,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9008.T,9008,京王電鉄,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9009.T,9009,京成電鉄,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9020.T,9020,東日本旅客鉄道,Prime/TOPIX,陸運業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
9021.T,9021,西日本旅客鉄道,Prime/TOPIX,陸運業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
9022.T,9022,東海旅客鉄道,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9023.T,9023,東京地下鉄,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9024.T,9024,西武ホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9031.T,9031,西日本鉄道,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9041.T,9041,近鉄グループホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9042.T,9042,阪急阪神ホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9044.T,9044,南海電気鉄道,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9045.T,9045,京阪ホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9048.T,9048,名古屋鉄道,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9064.T,9064,ヤマトホールディングス,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
9065.T,9065,山九,Prime/TOPIX,陸運業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
