symbol,name,theme,bucket,priority,market,sector,asset_type,is_topix500,is_jpx_prime150,is_growth250,is_jpx_startup100,source_detail,source_url
1332.T,ニッスイ,Japan TOPIX 500,Core,A,Prime/TOPIX,水産・農林業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1333.T,Ｕｍｉｏｓ,Japan TOPIX 500,Core,A,Prime/TOPIX,水産・農林業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1414.T,ショーボンドホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1417.T,ミライト・ワン,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1605.T,ＩＮＰＥＸ,Japan TOPIX 500,Core,A,Prime/TOPIX,鉱業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1719.T,安藤・間,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1721.T,コムシスホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1801.T,大成建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1802.T,大林組,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1803.T,清水建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1808.T,長谷工コーポレーション,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1812.T,鹿島建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1820.T,西松建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1860.T,戸田建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1878.T,大東建託,Japan Quality / Prime 150,Core,A,Prime/TOPIX,不動産業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
1893.T,五洋建設,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1911.T,住友林業,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1925.T,大和ハウス工業,Japan Quality / Prime 150,Core,A,Prime/TOPIX,建設業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
1928.T,積水ハウス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,建設業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
1942.T,関電工,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1944.T,きんでん,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1951.T,エクシオグループ,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1959.T,クラフティア,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1963.T,日揮ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
1969.T,高砂熱学工業,Japan TOPIX 500,Core,A,Prime/TOPIX,建設業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2002.T,日清製粉グループ本社,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2127.T,日本Ｍ＆Ａセンターホールディングス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,サービス業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2181.T,パーソルホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,サービス業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2201.T,森永製菓,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2206.T,江崎グリコ,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2212.T,山崎製パン,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2222.T,寿スピリッツ,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2229.T,カルビー,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2264.T,森永乳業,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2267.T,ヤクルト本社,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2269.T,明治ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2282.T,日本ハム,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2327.T,日鉄ソリューションズ,Japan TOPIX 500,Core,A,Prime/TOPIX,情報・通信業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2331.T,ＡＬＳＯＫ,Japan TOPIX 500,Core,A,Prime/TOPIX,サービス業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2371.T,カカクコム,Japan Quality / Prime 150,Core,A,Prime/TOPIX,サービス業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2413.T,エムスリー,Japan Quality / Prime 150,Core,A,Prime/TOPIX,サービス業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2432.T,ディー・エヌ・エー,Japan TOPIX 500,Core,A,Prime/TOPIX,情報・通信業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2433.T,博報堂ＤＹホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,サービス業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2501.T,サッポロホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2502.T,アサヒグループホールディングス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2503.T,キリンホールディングス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2531.T,宝ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2579.T,コカ・コーラ ボトラーズジャパンホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2587.T,サントリー食品インターナショナル,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2593.T,伊藤園,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2607.T,不二製油,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2670.T,エービーシー・マート,Japan TOPIX 500,Core,A,Prime/TOPIX,小売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2726.T,パルグループホールディングス,Japan Quality / Prime 150,Core,A,Prime,小売業,equity,false,true,false,false,jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2768.T,双日,Japan TOPIX 500,Core,A,Prime/TOPIX,卸売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2784.T,アルフレッサ ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,卸売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2801.T,キッコーマン,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2802.T,味の素,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2809.T,キユーピー,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2810.T,ハウス食品グループ本社,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2811.T,カゴメ,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
285A.T,キオクシアホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,電気機器,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2871.T,ニチレイ,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2875.T,東洋水産,Japan TOPIX 500,Core,A,Prime/TOPIX,食料品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
2897.T,日清食品ホールディングス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
2914.T,日本たばこ産業,Japan Quality / Prime 150,Core,A,Prime/TOPIX,食料品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3003.T,ヒューリック,Japan TOPIX 500,Core,A,Prime/TOPIX,不動産業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3038.T,神戸物産,Japan Quality / Prime 150,Core,A,Prime/TOPIX,卸売業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3048.T,ビックカメラ,Japan TOPIX 500,Core,A,Prime/TOPIX,小売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3064.T,ＭｏｎｏｔａＲＯ,Japan Quality / Prime 150,Core,A,Prime/TOPIX,小売業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3086.T,Ｊ．フロント リテイリング,Japan TOPIX 500,Core,A,Prime/TOPIX,小売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3088.T,マツキヨココカラ＆カンパニー,Japan Quality / Prime 150,Core,A,Prime/TOPIX,小売業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3092.T,ＺＯＺＯ,Japan Quality / Prime 150,Core,A,Prime/TOPIX,小売業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3099.T,三越伊勢丹ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,小売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3105.T,日清紡ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,電気機器,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3107.T,ダイワボウホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,卸売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3116.T,トヨタ紡織,Japan TOPIX 500,Core,A,Prime/TOPIX,輸送用機器,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3132.T,マクニカホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,卸売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3197.T,すかいらーくホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,小売業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3231.T,野村不動産ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,不動産業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
3288.T,オープンハウスグループ,Japan Quality / Prime 150,Core,A,Prime/TOPIX,不動産業,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
3289.T,東急不動産ホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,不動産業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
